TRUE_TIME,TIME,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR
2013.11.03_13:48:00_TAI,166.0,7.739032e+21,27.274,83.232,87.426,37.240,-0.17493744,6.608325e+12,-0.00445654,382.405,47.600,1.188381e+12,2.170198e+03,3.078680e+22,19.912,4.362,3.385,120.027214
2013.11.03_14:00:00_TAI,166.2,7.628385e+21,27.016,84.615,88.922,36.936,-0.20303458,6.359499e+12,-0.00412699,372.211,42.900,1.095438e+12,2.161270e+03,2.983637e+22,19.682,4.127,3.357,120.462257
2013.11.03_14:12:00_TAI,166.4,7.607845e+21,27.277,85.098,89.496,36.642,-0.21608168,6.259304e+12,-0.00446854,375.485,46.258,1.277171e+12,2.160107e+03,2.969696e+22,20.004,5.139,3.306,115.197594
2013.11.03_14:24:00_TAI,166.6,7.734391e+21,27.695,82.720,87.133,36.990,-0.22552882,6.792596e+12,-0.00463917,398.690,49.635,1.248617e+12,2.270461e+03,3.226342e+22,20.411,5.187,3.353,119.672081
2013.11.03_14:36:00_TAI,166.8,7.704558e+21,27.402,83.445,88.338,36.830,-0.27921548,6.514613e+12,-0.00416531,386.605,43.861,1.521253e+12,2.250781e+03,3.147560e+22,20.233,4.929,3.350,118.537788
2013.11.03_14:48:00_TAI,167.0,7.667716e+21,27.265,83.053,87.569,36.926,-0.25179270,6.503161e+12,-0.00399760,386.936,41.767,1.361132e+12,2.243486e+03,3.112928e+22,20.334,4.853,3.350,117.420158
2013.11.03_15:00:00_TAI,167.2,7.636148e+21,27.065,84.745,89.033,37.817,-0.32363981,6.451916e+12,-0.00400279,386.918,40.981,1.714319e+12,2.277562e+03,3.096691e+22,20.028,4.405,3.349,114.245140
2013.11.03_15:12:00_TAI,167.4,7.646314e+21,27.053,84.323,88.814,37.666,-0.19483852,6.524009e+12,-0.00347770,391.826,35.486,1.028813e+12,2.349456e+03,3.184457e+22,20.329,4.664,3.301,115.412506
2013.11.03_15:24:00_TAI,167.6,7.719853e+21,26.557,84.101,88.276,37.455,-0.13606314,6.615972e+12,-0.00284086,397.498,29.278,7.255548e+11,2.289587e+03,3.134022e+22,19.941,3.988,3.270,111.216812
2013.11.03_15:36:00_TAI,167.8,7.759850e+21,26.334,83.561,87.519,36.963,-0.23477753,6.617360e+12,-0.00333127,400.655,34.279,1.249860e+12,2.276706e+03,3.111249e+22,19.646,3.848,3.244,111.886673
2013.11.03_15:48:00_TAI,168.0,7.882103e+21,26.914,82.041,85.799,37.219,-0.12985234,6.917732e+12,-0.00293756,408.000,31.391,7.178715e+11,2.248740e+03,3.191294e+22,20.255,4.230,3.212,109.799263
2013.11.03_16:00:00_TAI,168.2,7.914434e+21,26.771,81.463,85.347,36.549,-0.17538418,6.821079e+12,-0.00327175,404.455,35.116,9.738370e+11,2.253959e+03,3.212770e+22,20.326,4.258,3.120,108.700401
2013.11.03_16:12:00_TAI,168.4,7.983690e+21,27.173,79.866,83.517,36.110,-0.12653230,6.730933e+12,-0.00288704,398.405,31.717,7.191983e+11,2.169157e+03,3.165065e+22,20.302,4.232,3.213,106.556580
2013.11.03_16:24:00_TAI,168.6,7.999375e+21,26.844,81.797,86.138,36.376,-0.12589699,6.678147e+12,-0.00098114,399.796,10.770,7.149909e+11,2.194427e+03,3.199313e+22,19.993,4.017,3.224,108.230148
2013.11.03_16:36:00_TAI,168.8,8.044119e+21,27.099,79.421,83.474,35.896,-0.14721809,6.676836e+12,-0.00279000,393.359,31.307,8.545729e+11,2.073556e+03,3.090010e+22,19.980,4.260,3.298,102.909996
2013.11.03_16:48:00_TAI,169.0,8.098635e+21,27.457,79.761,84.754,36.363,-0.08862812,6.815800e+12,-0.00086935,403.344,9.954,5.249625e+11,2.127043e+03,3.234405e+22,20.247,4.908,3.213,105.228577
2013.11.03_17:00:00_TAI,169.2,8.145128e+21,27.764,78.629,83.637,36.437,-0.05443067,7.031735e+12,-0.00194572,411.970,22.635,5.106074e+11,2.060984e+03,3.184042e+22,20.399,5.373,3.179,105.963646
2013.11.03_17:12:00_TAI,169.4,8.034052e+21,27.409,79.639,84.877,36.311,-0.02142051,6.775937e+12,-0.00127938,398.412,14.525,2.565467e+11,2.098433e+03,3.163867e+22,20.099,5.056,3.180,105.396683
2013.11.03_17:24:00_TAI,169.6,7.970305e+21,27.351,80.529,86.154,36.290,-0.03748558,6.883552e+12,0.00008311,395.933,0.941,3.182849e+11,2.113779e+03,3.177461e+22,19.896,4.585,3.183,102.315620
2013.11.03_17:36:00_TAI,169.8,7.928961e+21,27.651,80.222,85.695,36.113,-0.06542806,6.742887e+12,-0.00064149,396.032,7.239,3.819118e+11,2.029359e+03,3.041127e+22,19.887,4.617,3.190,103.240288
2013.11.03_17:48:00_TAI,170.0,7.778288e+21,27.167,79.195,84.814,35.423,-0.05839294,6.658149e+12,-0.00001708,394.603,0.189,5.777015e+11,2.069707e+03,3.046068e+22,19.808,4.187,3.179,99.889778
2013.11.03_18:24:00_TAI,170.6,7.668430e+21,27.774,75.660,80.481,34.010,-0.01325226,6.452745e+12,0.00071100,369.027,7.972,8.139986e+11,1.977025e+03,2.944059e+22,20.278,5.199,3.100,103.147606
2013.11.03_18:36:00_TAI,170.8,7.582150e+21,27.298,78.411,84.635,34.574,-0.06384082,6.579712e+12,0.00140438,374.239,15.374,9.833522e+11,2.044772e+03,2.972710e+22,19.939,4.924,3.199,101.245300
2013.11.03_18:48:00_TAI,171.0,7.458347e+21,26.708,77.870,82.730,34.539,-0.06738696,6.334323e+12,-0.00051195,366.374,5.442,3.916535e+11,1.859335e+03,2.624597e+22,19.474,4.140,3.159,102.080963
2013.11.03_19:00:00_TAI,171.2,7.297969e+21,27.048,78.226,83.157,35.210,0.00309296,6.167375e+12,0.00269654,345.557,27.793,1.497365e+12,2.130143e+03,2.915772e+22,19.781,5.317,3.130,101.312645
2013.11.03_19:12:00_TAI,171.4,7.335158e+21,26.105,79.688,84.373,35.055,-0.10478723,6.168160e+12,0.00082969,364.972,8.553,9.222099e+11,1.928549e+03,2.640596e+22,19.193,3.870,3.245,103.251984
2013.11.03_19:24:00_TAI,171.6,7.175014e+21,25.546,78.739,83.691,35.413,-0.20258917,5.776070e+12,0.00111892,341.624,11.133,1.127371e+12,1.906484e+03,2.519489e+22,18.699,2.985,3.259,100.480949
2013.11.03_19:36:00_TAI,171.8,7.050063e+21,26.317,85.242,93.695,37.709,-0.16110991,6.504755e+12,-0.00031522,364.505,3.099,8.194064e+11,2.491069e+03,3.252671e+22,20.396,5.553,3.255,102.126801
2013.11.03_19:48:00_TAI,172.0,7.106731e+21,26.139,80.886,85.840,35.714,-0.16723602,5.853767e+12,0.00074434,336.314,7.321,1.078983e+12,1.978784e+03,2.585078e+22,19.194,3.467,3.258,104.695595
