TRUE_TIME,TIME,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR
2013.10.28_16:36:00_TAI,24.8,1.311986e+21,38.664,153.192,149.334,84.321,0.87258142,2.154461e+12,-0.00961012,113.312,18.154,8.553254e+11,3.430194e+03,8.605245e+21,25.909,9.264,1.831,89.580208
2013.10.28_16:48:00_TAI,25.0,1.280923e+21,38.070,155.444,149.717,85.148,0.57818580,2.077897e+12,-0.00823359,111.547,14.771,5.382425e+11,3.640441e+03,8.673391e+21,25.857,8.919,1.834,88.813461
2013.10.28_17:00:00_TAI,25.2,1.300788e+21,38.434,151.677,146.968,83.456,0.86708039,2.047817e+12,-0.00831863,109.531,15.531,8.400147e+11,3.504388e+03,8.688984e+21,26.187,8.945,1.832,88.810959
2013.10.28_17:12:00_TAI,25.4,1.321917e+21,39.154,149.080,144.336,81.606,0.13587411,2.176807e+12,-0.01140479,112.618,22.399,9.697147e+11,3.393725e+03,8.851782e+21,27.093,9.929,1.862,89.676575
2013.10.28_17:24:00_TAI,25.6,1.296355e+21,40.759,147.387,143.259,81.433,0.44037774,2.151546e+12,-0.01021328,110.204,19.844,1.014587e+12,3.390935e+03,8.749934e+21,27.659,10.859,1.671,90.832794
2013.10.28_17:36:00_TAI,25.8,1.294917e+21,40.047,150.023,146.379,83.009,0.28095925,2.248794e+12,-0.01108463,114.413,20.895,1.141360e+12,3.475134e+03,8.699524e+21,27.548,10.504,1.662,92.599724
2013.10.28_17:48:00_TAI,26.0,1.291320e+21,38.897,156.250,152.549,85.229,0.57708818,2.054607e+12,-0.01068863,110.229,19.069,1.092263e+12,3.552497e+03,8.416684e+21,26.556,9.978,1.670,94.636444
2013.10.28_18:24:00_TAI,26.6,1.301217e+21,37.286,163.048,161.740,86.340,0.33512098,2.056842e+12,-0.00881366,115.144,15.265,8.954359e+11,3.542212e+03,8.147697e+21,24.589,6.871,1.644,96.880074
2013.10.28_18:36:00_TAI,26.8,1.298395e+21,37.186,164.342,162.210,88.365,0.13843340,2.178000e+12,-0.00654786,123.043,11.256,6.677753e+11,3.641258e+03,8.312656e+21,25.415,8.726,1.609,100.155907
2013.10.28_18:48:00_TAI,27.0,1.298066e+21,35.294,168.775,168.136,88.530,0.31864104,2.129825e+12,-0.00592838,123.387,9.871,3.411685e+11,3.506412e+03,7.753355e+21,23.522,5.165,0.000,99.069389
2013.10.28_19:00:00_TAI,27.2,1.284840e+21,35.520,170.001,168.880,88.060,0.21826439,2.053415e+12,-0.00810289,118.169,13.483,7.262258e+11,3.426753e+03,7.572664e+21,23.565,5.349,0.000,99.016586
2013.10.28_19:12:00_TAI,27.4,1.297711e+21,37.380,164.649,162.888,84.986,0.51759386,2.164585e+12,-0.00730537,120.761,12.931,7.748747e+11,3.268755e+03,7.683662e+21,24.512,6.836,0.000,101.322220
2013.10.28_19:24:00_TAI,27.6,1.344458e+21,36.686,161.422,159.933,81.720,0.53964984,2.301548e+12,-0.00838809,127.817,15.652,8.159609e+11,3.165010e+03,7.843310e+21,24.751,7.878,0.000,98.540146
2013.10.28_19:36:00_TAI,27.8,1.358962e+21,36.247,161.622,160.028,81.705,0.42991409,2.308519e+12,-0.00778731,124.153,14.617,7.112418e+11,3.124276e+03,7.788004e+21,25.008,8.311,0.000,97.969269
2013.10.28_19:48:00_TAI,28.0,1.378954e+21,37.151,160.688,158.935,80.710,0.91010559,2.351926e+12,-0.00853379,124.042,16.658,1.097844e+12,3.026585e+03,7.845945e+21,24.860,8.402,0.000,98.119904
2013.10.28_20:00:00_TAI,28.2,1.355162e+21,36.604,159.292,157.835,81.115,0.88951039,2.174242e+12,-0.00558063,117.078,10.659,8.815805e+11,2.965580e+03,7.522385e+21,24.615,6.702,0.000,97.429314
2013.10.28_20:12:00_TAI,28.4,1.384678e+21,35.537,161.338,159.170,82.712,0.69109368,2.281610e+12,-0.00631490,122.123,12.371,7.025104e+11,2.811446e+03,7.314365e+21,23.873,5.258,0.000,98.103714
2013.10.28_20:24:00_TAI,28.6,1.322892e+21,36.628,154.564,152.547,80.621,0.83776683,2.031769e+12,-0.00829833,110.571,15.642,8.349626e+11,2.869302e+03,7.182905e+21,24.618,7.109,0.000,96.031731
2013.10.28_20:36:00_TAI,28.8,1.395972e+21,37.005,152.570,150.951,78.122,0.86545229,2.232758e+12,-0.00712543,115.055,14.643,9.228807e+11,2.617530e+03,7.143582e+21,24.536,7.202,0.000,96.513855
2013.10.28_20:48:00_TAI,29.0,1.360924e+21,37.556,147.191,145.423,76.910,0.73810315,2.026570e+12,-0.00559123,105.823,11.300,7.740682e+11,2.710345e+03,7.274506e+21,25.232,8.362,0.000,98.515076
2013.10.28_21:00:00_TAI,29.2,1.368115e+21,38.020,150.241,148.992,79.127,0.23524502,2.146236e+12,-0.00622773,110.994,12.754,8.264286e+11,2.640760e+03,7.182429e+21,24.763,7.422,0.000,98.101700
2013.10.28_21:12:00_TAI,29.4,1.326689e+21,38.215,152.428,150.631,80.719,1.07410240,2.100019e+12,-0.00808881,109.240,15.797,1.088568e+12,2.718994e+03,7.052174e+21,25.343,7.732,0.000,98.792336
2013.10.28_21:24:00_TAI,29.6,1.364482e+21,36.286,153.611,151.386,80.870,0.77699459,2.107260e+12,-0.00575644,110.521,11.340,7.943248e+11,2.756042e+03,7.210485e+21,23.846,3.858,0.000,97.626114
2013.10.28_21:36:00_TAI,29.8,1.394470e+21,36.858,153.379,152.617,80.633,0.73570567,2.206044e+12,-0.00594375,114.421,12.155,7.807612e+11,2.670356e+03,7.252287e+21,23.868,4.645,0.000,97.443665
2013.10.28_21:48:00_TAI,30.0,1.376801e+21,36.464,154.322,153.459,82.199,0.98646718,2.047487e+12,-0.00601960,107.487,11.865,1.009014e+12,2.776736e+03,7.268316e+21,23.498,4.110,0.000,99.057014
2013.10.28_22:00:00_TAI,30.2,1.334812e+21,38.275,150.478,149.924,81.533,0.67521816,1.943793e+12,-0.00778972,101.377,15.252,8.986837e+11,2.740442e+03,7.126001e+21,24.662,6.537,0.000,100.578011
2013.10.28_22:12:00_TAI,30.4,1.352389e+21,36.516,156.611,155.033,83.350,0.88980114,1.962208e+12,-0.00616898,104.549,11.863,8.880045e+11,2.804614e+03,7.162504e+21,23.872,4.368,0.000,101.011429
2013.10.28_22:24:00_TAI,30.6,1.332814e+21,35.960,161.172,160.619,84.290,0.44150639,1.948145e+12,-0.00552339,106.749,10.207,4.234380e+11,2.799371e+03,6.870287e+21,22.939,3.788,1.500,102.031120
2013.10.28_22:36:00_TAI,30.8,1.336266e+21,36.673,160.360,158.846,83.266,0.67122310,2.053526e+12,-0.00589680,108.161,11.281,6.664091e+11,2.743646e+03,6.970368e+21,23.570,4.705,0.000,101.291153
2013.10.28_22:48:00_TAI,31.0,1.325451e+21,36.887,158.878,156.886,83.303,0.64828110,2.007199e+12,-0.00558948,104.870,10.648,6.409523e+11,2.725562e+03,6.895467e+21,23.455,4.147,0.000,99.193230
2013.10.28_23:00:00_TAI,31.2,1.355172e+21,36.369,156.770,155.223,81.765,0.26914755,2.053375e+12,-0.00355047,105.644,7.009,2.757487e+11,2.654604e+03,6.959200e+21,23.904,4.407,0.000,100.525444
2013.10.28_23:12:00_TAI,31.4,1.325258e+21,37.420,157.982,155.543,83.297,0.65731668,2.105013e+12,-0.00647539,108.275,12.646,7.313729e+11,2.737023e+03,7.098936e+21,24.631,5.274,0.000,101.995590
2013.10.28_23:24:00_TAI,31.6,1.318883e+21,37.206,160.747,157.735,84.549,0.75397223,2.118044e+12,-0.00699715,111.172,13.616,8.155143e+11,2.722005e+03,7.034679e+21,24.636,5.704,0.000,102.334473
2013.10.28_23:36:00_TAI,31.8,1.290444e+21,36.678,160.173,157.088,83.038,0.69263798,2.075600e+12,-0.00468252,109.376,8.990,6.902553e+11,2.599212e+03,6.627588e+21,24.679,6.302,0.000,104.044937
2013.10.28_23:48:00_TAI,32.0,1.258014e+21,37.553,165.394,164.302,85.307,0.87127620,2.052678e+12,-0.00423531,108.768,7.746,8.271431e+11,2.675892e+03,6.499723e+21,24.136,5.194,0.000,102.654854
2013.10.29_00:00:00_TAI,32.2,1.291652e+21,36.422,169.488,167.084,86.688,0.93671757,2.155705e+12,-0.00652210,113.433,12.196,9.092227e+11,2.593214e+03,6.440098e+21,23.375,4.011,0.000,104.180420
2013.10.29_00:12:00_TAI,32.4,1.301415e+21,35.112,169.291,166.663,85.553,0.66986907,2.248893e+12,-0.00407382,120.617,7.642,6.523064e+11,2.638184e+03,6.572800e+21,23.468,4.104,0.000,104.933853
2013.10.29_00:24:00_TAI,32.6,1.279069e+21,36.866,162.973,159.847,82.800,0.54243648,2.170554e+12,-0.00413920,113.110,8.047,5.473724e+11,2.494237e+03,6.439418e+21,24.413,5.607,0.000,103.340591
2013.10.29_00:36:00_TAI,32.8,1.303228e+21,36.387,157.904,155.571,80.258,0.60518056,2.206804e+12,-0.00568062,115.536,11.304,6.251506e+11,2.490068e+03,6.580773e+21,24.674,6.181,0.000,104.255516
2013.10.29_00:48:00_TAI,33.0,1.309582e+21,35.864,157.244,154.466,78.888,0.78507411,2.149843e+12,-0.00408674,109.967,8.214,8.191474e+11,2.450630e+03,6.541636e+21,24.013,4.478,0.000,105.022667
2013.10.29_01:00:00_TAI,33.2,1.318217e+21,35.384,154.563,151.624,76.559,0.94678134,2.156300e+12,-0.00464674,110.755,9.414,9.957561e+11,2.409990e+03,6.484360e+21,23.841,3.949,0.000,105.601387
2013.10.29_01:12:00_TAI,33.4,1.308524e+21,35.134,157.980,155.256,79.583,1.04033136,2.153678e+12,-0.00578436,110.580,11.407,1.065003e+12,2.408427e+03,6.307435e+21,23.732,4.057,0.000,107.452705
2013.10.29_01:24:00_TAI,33.6,1.304871e+21,35.448,161.218,158.392,79.475,0.71373290,2.158904e+12,-0.00509542,110.641,10.023,7.288207e+11,2.440307e+03,6.374725e+21,23.722,4.016,0.000,105.491524
2013.10.29_01:36:00_TAI,33.8,1.295054e+21,35.177,160.289,157.754,79.130,0.64813966,2.050694e+12,-0.00320374,104.509,6.215,6.527680e+11,2.447281e+03,6.305186e+21,24.152,4.433,0.000,103.162041
2013.10.29_01:48:00_TAI,34.0,1.250737e+21,35.438,159.320,156.683,78.310,0.98365068,1.961310e+12,-0.00453573,100.819,8.514,9.585210e+11,2.455124e+03,6.119982e+21,23.912,4.742,0.000,103.354454
2013.10.29_02:00:00_TAI,34.2,1.248798e+21,35.561,160.040,158.636,78.549,0.87671572,1.987632e+12,-0.00455074,101.745,8.519,8.520567e+11,2.415534e+03,6.005256e+21,23.662,4.434,0.000,103.082932
2013.10.29_02:12:00_TAI,34.4,1.300545e+21,35.434,156.950,155.458,76.973,0.88856226,2.101387e+12,-0.00239561,106.622,4.794,9.230945e+11,2.319200e+03,6.163081e+21,24.140,5.397,0.000,102.341644
2013.10.29_02:24:00_TAI,34.6,1.278788e+21,35.603,154.245,152.648,75.437,0.90807891,2.083096e+12,-0.00439862,105.647,8.727,9.353696e+11,2.295742e+03,6.048910e+21,24.235,6.502,0.000,103.405609
2013.10.29_02:36:00_TAI,34.8,1.239682e+21,36.454,157.283,154.637,77.745,0.62778425,2.064651e+12,-0.00488940,102.803,9.456,6.303644e+11,2.428699e+03,6.237961e+21,24.874,7.239,0.000,102.717216
2013.10.29_02:48:00_TAI,35.0,1.258518e+21,37.516,153.037,150.339,75.856,0.76397204,2.077888e+12,-0.00290603,101.880,5.829,7.956815e+11,2.406276e+03,6.410455e+21,25.857,9.721,0.000,102.408653
2013.10.29_03:00:00_TAI,35.2,1.257897e+21,39.633,146.689,143.739,73.709,0.77822715,2.276300e+12,-0.00388980,110.438,8.262,8.586220e+11,2.356634e+03,6.650640e+21,26.561,10.965,0.000,101.342903
2013.10.29_03:12:00_TAI,35.4,1.246708e+21,38.903,148.679,146.384,74.265,0.92401248,2.281687e+12,-0.00553068,111.330,11.476,9.954928e+11,2.345709e+03,6.464051e+21,26.649,12.627,0.000,104.210503
2013.10.29_03:24:00_TAI,35.6,1.240636e+21,40.761,141.234,139.152,69.820,1.09802473,2.303365e+12,-0.00340254,108.524,7.390,1.238281e+12,2.266233e+03,6.536975e+21,28.996,15.147,0.000,106.437386
2013.10.29_03:36:00_TAI,35.8,1.259102e+21,38.395,146.752,144.381,72.132,0.87620717,2.218531e+12,-0.00375196,108.250,7.868,9.540188e+11,2.216354e+03,6.172345e+21,26.729,9.919,2.540,109.302322
2013.10.29_03:48:00_TAI,36.0,1.262034e+21,38.583,143.068,142.932,70.346,0.92907351,2.331210e+12,-0.00386225,110.074,8.265,1.032333e+12,2.165614e+03,6.154705e+21,26.828,9.720,0.000,107.716644
2013.10.29_04:00:00_TAI,36.2,1.254007e+21,37.780,146.072,145.789,72.212,0.88448089,2.258063e+12,-0.00551456,109.735,11.393,9.488077e+11,2.221678e+03,6.095704e+21,26.073,10.503,0.000,109.334373
2013.10.29_04:12:00_TAI,36.4,1.257724e+21,37.464,145.354,145.044,70.539,0.71483481,2.313899e+12,-0.00215888,108.615,4.503,7.742526e+11,2.219584e+03,6.148915e+21,26.277,9.971,0.000,111.161316
2013.10.29_04:24:00_TAI,36.6,1.268333e+21,39.066,145.555,145.085,71.713,0.95865589,2.619641e+12,-0.00202097,122.159,4.317,1.063235e+12,2.256248e+03,6.400305e+21,26.742,11.376,0.000,110.945595
2013.10.29_04:36:00_TAI,36.8,1.220816e+21,40.396,145.987,145.398,71.029,0.86920774,2.609976e+12,-0.00217769,118.943,4.573,9.477859e+11,2.233520e+03,6.229046e+21,27.946,14.286,0.000,111.294052
2013.10.29_04:48:00_TAI,37.0,1.244850e+21,39.608,149.605,150.717,73.181,0.72272056,2.661151e+12,-0.00129928,128.268,2.696,7.786772e+11,2.193327e+03,6.044135e+21,26.755,11.470,0.000,111.627350
2013.10.29_05:00:00_TAI,37.2,1.195215e+21,39.175,148.726,149.724,73.152,0.88560385,2.369349e+12,0.00179241,115.087,3.467,8.893362e+11,2.249028e+03,5.776489e+21,26.223,11.634,0.000,112.821884
2013.10.29_05:12:00_TAI,37.4,1.213059e+21,39.271,147.225,148.918,73.277,0.27783212,2.437620e+12,-0.00024908,118.862,0.492,2.849181e+11,2.304154e+03,6.043536e+21,26.480,11.139,0.000,113.868080
2013.10.29_05:24:00_TAI,37.6,1.201502e+21,38.318,150.458,151.424,75.485,0.38674304,2.390772e+12,0.00331775,118.839,6.241,3.777302e+11,2.357990e+03,5.890380e+21,26.720,11.749,0.000,116.194092
2013.10.29_05:36:00_TAI,37.8,1.153719e+21,42.797,138.238,137.875,70.805,0.37039605,2.520342e+12,0.00515843,116.747,10.497,4.527657e+11,2.497085e+03,6.748548e+21,30.965,18.919,0.000,119.652298
2013.10.29_05:48:00_TAI,38.0,1.238885e+21,39.755,148.781,147.581,74.457,0.03662874,2.627656e+12,0.00708408,128.417,14.437,7.554385e+11,2.415322e+03,6.537200e+21,27.610,14.132,0.000,122.693451
2013.10.29_06:24:00_TAI,38.6,1.283795e+21,40.906,147.729,144.317,76.369,0.44505653,2.454772e+12,0.00189479,117.596,4.062,4.954520e+11,2.417931e+03,6.884640e+21,28.107,13.526,0.000,120.702812
2013.10.29_06:36:00_TAI,38.8,1.279984e+21,40.848,144.869,141.790,75.165,0.99406326,2.377200e+12,-0.00002820,114.588,0.061,1.113326e+12,2.419710e+03,6.931480e+21,27.706,13.120,0.000,118.766556
2013.10.29_06:48:00_TAI,39.0,1.299421e+21,41.469,143.902,140.341,76.201,0.72930169,2.491564e+12,-0.00060469,115.398,1.342,8.406483e+11,2.438224e+03,7.188513e+21,28.441,14.640,1.830,118.640747
2013.10.29_07:00:00_TAI,39.2,1.351904e+21,41.225,143.584,140.470,74.509,0.86571324,2.608934e+12,-0.00046752,121.162,1.096,1.054063e+12,2.416775e+03,7.526475e+21,28.835,15.053,0.000,122.289482
2013.10.29_07:12:00_TAI,39.4,1.336504e+21,40.487,145.313,142.697,75.091,0.75275880,2.582421e+12,-0.00104139,118.728,2.374,8.911179e+11,2.446289e+03,7.407217e+21,27.710,12.632,0.000,120.359589
2013.10.29_07:24:00_TAI,39.6,1.351226e+21,39.647,149.045,146.032,76.574,1.11733353,2.616780e+12,-0.00197496,121.264,4.499,1.321525e+12,2.379156e+03,7.197626e+21,27.226,11.809,0.000,121.001709
2013.10.29_07:36:00_TAI,39.8,1.297506e+21,38.585,150.127,147.285,76.434,0.91629750,2.567865e+12,-0.00409121,120.174,8.759,1.018558e+12,2.355365e+03,6.697110e+21,25.911,10.276,0.000,121.052635
2013.10.29_07:48:00_TAI,40.0,1.304691e+21,38.401,145.609,142.784,72.780,0.72382432,2.576166e+12,-0.00246400,120.407,5.418,8.263888e+11,2.208516e+03,6.449682e+21,26.104,10.277,0.000,120.334297
2013.10.29_08:00:00_TAI,40.2,1.329730e+21,39.645,138.032,135.909,68.855,0.74250507,2.455300e+12,-0.00351407,111.444,8.202,8.997444e+11,2.079932e+03,6.447073e+21,26.875,10.925,0.000,120.534302
2013.10.29_08:12:00_TAI,40.4,1.339771e+21,40.135,137.610,134.835,68.560,0.84767753,2.506179e+12,-0.00161619,111.907,3.856,1.050056e+12,2.116444e+03,6.706403e+21,27.405,12.070,0.000,120.317429
2013.10.29_08:24:00_TAI,40.6,1.378256e+21,40.603,135.719,133.115,66.805,0.81890887,2.628041e+12,-0.00324486,118.395,8.093,1.060316e+12,2.065259e+03,6.840429e+21,27.509,13.232,0.000,119.824829
2013.10.29_08:36:00_TAI,40.8,1.399869e+21,38.890,141.631,140.030,69.078,1.06701899,2.699427e+12,-0.00573670,124.405,13.848,1.337224e+12,2.055198e+03,6.588758e+21,26.111,10.771,0.000,120.886086
2013.10.29_08:48:00_TAI,41.0,1.410454e+21,40.405,136.119,134.303,67.417,0.62647992,2.831214e+12,-0.00460135,126.780,11.766,1.015459e+12,2.010607e+03,6.827637e+21,27.144,11.850,2.039,122.174553
2013.10.29_09:00:00_TAI,41.2,1.455472e+21,39.373,139.862,137.957,68.864,0.68675214,2.970550e+12,-0.00470829,132.047,12.317,9.326398e+11,2.013049e+03,6.993661e+21,26.913,10.818,2.042,121.042267
2013.10.29_09:12:00_TAI,41.4,1.449466e+21,37.845,145.141,143.621,73.100,1.18206000,2.846564e+12,-0.00516574,131.687,12.666,1.504619e+12,2.073600e+03,6.752398e+21,24.946,7.667,0.000,119.520523
2013.10.29_09:24:00_TAI,41.6,1.390152e+21,38.234,143.847,141.655,72.477,0.74513102,2.734588e+12,-0.00339569,123.795,8.044,9.287887e+11,2.108319e+03,6.635859e+21,26.303,11.055,0.000,119.915863
2013.10.29_09:36:00_TAI,41.8,1.428779e+21,37.625,146.062,144.199,71.069,0.73380959,2.793162e+12,0.00014139,129.425,0.343,9.233401e+11,2.107184e+03,6.783404e+21,25.995,10.932,0.000,118.585724
2013.10.29_09:48:00_TAI,42.0,1.403018e+21,36.517,151.729,150.024,74.592,1.02572012,2.724408e+12,-0.00148305,128.861,3.464,1.243760e+12,2.126770e+03,6.597902e+21,25.440,9.033,0.000,117.927414
2013.10.29_10:00:00_TAI,42.2,1.363746e+21,35.721,156.294,154.962,75.120,0.86692321,2.645776e+12,0.00001972,128.532,0.043,9.868315e+11,2.216108e+03,6.454196e+21,24.852,8.892,0.000,118.516533
2013.10.29_10:12:00_TAI,42.4,1.340468e+21,34.815,153.703,153.881,73.847,1.45581067,2.582485e+12,-0.00313668,126.399,6.687,1.611032e+12,2.163091e+03,6.124555e+21,24.044,7.176,0.000,119.283607
2013.10.29_10:24:00_TAI,42.6,1.315659e+21,36.903,149.761,149.232,72.815,0.96053720,2.594252e+12,-0.00445711,121.716,9.676,1.154804e+12,2.105020e+03,6.069161e+21,25.089,9.304,0.000,120.786774
2013.10.29_10:36:00_TAI,42.8,1.321864e+21,35.396,147.680,147.115,71.391,1.37373400,2.530541e+12,-0.00267333,120.083,5.782,1.542225e+12,2.136496e+03,6.137213e+21,24.559,7.258,1.894,121.792046
2013.10.29_10:48:00_TAI,43.0,1.311052e+21,35.458,148.706,147.890,71.709,1.31967342,2.563996e+12,-0.00305540,123.035,6.563,1.471219e+12,2.148980e+03,6.130265e+21,24.856,7.961,1.910,123.642670
2013.10.29_11:00:00_TAI,43.2,1.268146e+21,35.675,147.309,147.158,72.681,1.46709251,2.452477e+12,-0.00253871,117.429,5.184,1.554811e+12,2.228412e+03,6.043156e+21,25.400,9.305,0.000,124.457123
2013.10.29_11:12:00_TAI,43.4,1.280989e+21,35.149,147.562,148.103,71.847,1.72501159,2.375408e+12,-0.00444045,115.143,9.098,1.834365e+12,2.150175e+03,5.850974e+21,24.486,7.760,1.387,125.083611
2013.10.29_11:24:00_TAI,43.6,1.266370e+21,34.724,149.686,149.361,73.765,1.24213815,2.421536e+12,-0.00427038,120.202,8.498,1.282810e+12,2.205934e+03,5.829861e+21,24.350,6.834,2.242,126.284897
2013.10.29_11:36:00_TAI,43.8,1.290024e+21,34.963,152.557,152.599,72.265,1.51640117,2.399644e+12,-0.00435498,118.143,8.910,1.610077e+12,2.226921e+03,6.050942e+21,24.418,7.234,2.358,126.348625
2013.10.29_11:48:00_TAI,44.0,1.272041e+21,34.465,152.036,152.445,71.957,1.17347455,2.460701e+12,-0.00614666,119.070,12.459,1.234359e+12,2.226360e+03,5.993239e+21,24.545,7.104,1.763,127.812469
2013.10.29_12:00:00_TAI,44.2,1.299130e+21,34.583,148.119,148.883,70.194,1.10916448,2.430482e+12,-0.00483020,119.403,9.989,1.190853e+12,2.186496e+03,6.007886e+21,23.900,5.075,1.749,128.346497
2013.10.29_12:12:00_TAI,44.4,1.282470e+21,33.697,150.675,151.113,71.830,1.64362860,2.459505e+12,-0.00556076,119.471,11.255,1.726248e+12,2.210009e+03,5.940419e+21,23.894,5.978,2.064,126.985916
2013.10.29_12:24:00_TAI,44.6,1.262747e+21,32.552,153.771,153.851,73.596,0.71386755,2.480154e+12,-0.00597978,125.453,11.499,7.123168e+11,2.276771e+03,5.814485e+21,23.281,4.836,2.050,126.968025
2013.10.29_12:36:00_TAI,44.8,1.274594e+21,33.045,152.449,152.435,73.504,1.06950784,2.512251e+12,-0.00672305,126.341,13.305,1.098231e+12,2.217468e+03,5.827949e+21,23.353,5.356,2.040,126.481171
2013.10.29_12:48:00_TAI,45.0,1.287097e+21,33.059,150.209,150.711,69.584,1.36100709,2.487509e+12,-0.00967936,121.829,19.668,1.434945e+12,2.139306e+03,5.773100e+21,23.583,5.709,1.865,127.631668
2013.10.29_13:00:00_TAI,45.2,1.238587e+21,33.334,150.361,150.037,73.042,0.74378139,2.436972e+12,-0.01012608,122.210,19.807,1.202785e+12,2.172011e+03,5.645020e+21,23.958,6.183,1.665,126.830704
2013.10.29_13:12:00_TAI,45.4,1.271808e+21,34.292,150.725,150.285,72.150,1.92015171,2.552662e+12,-0.01147358,125.643,23.739,2.061213e+12,2.061220e+03,5.663663e+21,23.676,5.703,1.662,124.820328
2013.10.29_13:24:00_TAI,45.6,1.280623e+21,33.702,151.684,149.902,71.202,0.90495366,2.562283e+12,-0.00638233,124.480,13.160,9.681215e+11,2.121647e+03,5.809977e+21,24.506,7.420,1.643,124.480934
2013.10.29_13:36:00_TAI,45.8,1.274673e+21,34.770,147.688,145.712,71.388,1.06427240,2.494125e+12,-0.00683394,118.272,14.317,1.156751e+12,2.095531e+03,5.830299e+21,24.284,7.208,1.957,123.732552
2013.10.29_13:48:00_TAI,46.0,1.290691e+21,34.739,144.063,142.986,67.506,1.56426167,2.533200e+12,-0.00935141,115.137,20.190,1.752078e+12,2.025038e+03,5.806286e+21,24.440,7.087,1.968,124.826241
2013.10.29_14:00:00_TAI,46.2,1.284769e+21,35.210,145.632,143.048,68.934,1.04596531,2.426634e+12,-0.00499758,113.298,10.770,1.169351e+12,2.073785e+03,5.935039e+21,25.426,8.167,1.906,124.191238
2013.10.29_14:12:00_TAI,46.4,1.260589e+21,35.840,144.990,141.766,69.473,1.43620217,2.395302e+12,-0.00817655,107.631,17.481,1.592915e+12,2.154894e+03,6.118517e+21,25.903,9.542,1.768,121.781281
2013.10.29_14:24:00_TAI,46.6,1.281724e+21,35.342,145.508,141.507,69.892,0.74358982,2.495994e+12,-0.00644393,112.058,14.080,1.066566e+12,2.082012e+03,6.041532e+21,25.486,8.467,1.760,122.830803
2013.10.29_14:36:00_TAI,46.8,1.284353e+21,34.892,150.267,145.560,72.283,1.48626411,2.486410e+12,-0.00625111,112.946,13.440,1.657612e+12,2.116247e+03,6.042509e+21,24.717,8.465,1.738,122.168015
2013.10.29_14:48:00_TAI,47.0,1.293493e+21,34.336,149.216,145.483,70.612,1.21104455,2.429002e+12,-0.00430132,109.895,9.308,1.359427e+12,2.038386e+03,5.858093e+21,24.306,7.070,2.087,122.339806
2013.10.29_15:00:00_TAI,47.2,1.290884e+21,35.033,145.014,140.958,70.327,0.96984482,2.386255e+12,-0.00220508,110.957,4.818,1.099215e+12,2.051732e+03,5.953668e+21,24.703,7.048,1.964,122.750221
2013.10.29_15:12:00_TAI,47.4,1.259811e+21,34.946,147.362,142.896,72.782,1.11856329,2.313843e+12,-0.00420732,108.054,8.768,1.209144e+12,2.028446e+03,5.614015e+21,23.968,6.382,0.000,120.562462
2013.10.29_15:24:00_TAI,47.6,1.225228e+21,34.298,153.604,149.688,74.250,0.63636172,2.170250e+12,-0.00423241,103.097,8.253,6.436494e+11,2.148899e+03,5.564973e+21,24.167,6.410,1.796,117.996872
2013.10.29_15:36:00_TAI,47.8,1.196430e+21,35.938,153.921,149.638,76.590,0.68602419,2.116186e+12,-0.00411060,101.449,7.987,7.243668e+11,2.226447e+03,5.745102e+21,24.657,7.051,2.210,118.506920
2013.10.29_15:48:00_TAI,48.0,1.213154e+21,35.468,153.711,149.926,74.741,1.02818632,2.062652e+12,-0.00245252,98.241,4.763,1.035657e+12,2.183452e+03,5.631258e+21,24.158,5.973,1.986,115.798630
2013.10.29_16:00:00_TAI,48.2,1.175845e+21,34.863,153.160,149.175,74.640,0.79386026,2.007079e+12,-0.00470436,98.614,8.665,7.584395e+11,2.212212e+03,5.411640e+21,23.817,6.243,1.576,115.091797
2013.10.29_16:12:00_TAI,48.4,1.135036e+21,34.500,156.026,151.881,76.080,0.98909217,2.001371e+12,-0.00539074,99.872,9.466,9.008276e+11,2.250096e+03,5.247326e+21,23.611,5.923,1.861,113.474861
2013.10.29_16:24:00_TAI,48.6,1.122388e+21,34.798,155.657,151.385,76.429,1.16441298,1.975709e+12,-0.00109285,95.783,1.912,1.056864e+12,2.257388e+03,5.246345e+21,24.268,7.943,1.218,113.506180
2013.10.29_16:36:00_TAI,48.8,1.100568e+21,35.869,157.511,152.801,78.448,1.60156035,1.910329e+12,-0.00338020,91.886,5.831,1.432849e+12,2.255821e+03,5.167807e+21,23.926,6.145,0.000,114.993095
2013.10.29_16:48:00_TAI,49.0,1.069596e+21,34.854,163.952,159.341,81.783,1.22885287,1.899804e+12,-0.00389621,92.448,6.281,1.027372e+12,2.473070e+03,5.294366e+21,24.228,7.072,2.068,114.893890
2013.10.29_17:24:00_TAI,49.6,1.105721e+21,34.611,162.042,158.998,80.488,0.83283108,1.990657e+12,0.00149634,97.304,2.511,7.247681e+11,2.426778e+03,5.407973e+21,24.224,6.555,2.596,118.816528
2013.10.29_17:36:00_TAI,49.8,1.079482e+21,35.176,157.298,154.950,78.779,1.02626467,1.903800e+12,-0.00246924,95.303,4.089,8.813872e+11,2.388667e+03,5.253256e+21,24.660,7.911,2.444,118.508492
